$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,23*7C
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,23*7C
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,22*7D
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,21*7E
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,20*7F
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,19*75
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,18*74
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,18*74
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,16*7A
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,17*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,16*7A
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,16*7A
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,15*79
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,14*78
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,10*7C
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,20,086,07*7E
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,08*70
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,10*79
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,08*70
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,09*71
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,08*70
$GPGSV,4,1,14,05,03,035,21,16,38,310,,18,12,138,,20,21,086,*7B
$GPGSV,4,1,14,05,03,035,20,16,38,310,,18,12,138,,20,21,086,*7A
$GPGSV,4,1,14,05,03,035,19,16,38,310,,18,12,138,,20,21,086,*70
$GPGSV,4,1,14,05,03,035,17,16,38,310,,18,12,138,,20,21,086,*7E
$GPGSV,4,1,14,05,03,035,15,16,38,310,,18,12,138,,20,21,086,*7C
$GPGSV,4,1,14,05,03,035,11,16,38,310,,18,12,138,,20,21,086,*78
$GPGSV,4,1,14,05,03,035,10,16,38,310,,18,12,138,,20,21,086,17*7F
$GPGSV,4,1,14,05,03,035,10,16,38,310,,18,12,138,,20,21,086,16*7E
$GPGSV,4,1,14,05,03,035,09,16,38,310,,18,12,138,,20,21,086,16*76
$GPGSV,4,1,14,05,03,035,08,16,38,310,,18,12,138,,20,21,086,14*75
$GPGSV,4,1,14,05,03,035,09,16,38,310,,18,12,138,,20,21,086,10*70
$GPGSV,4,1,14,05,03,035,07,16,38,310,,18,12,138,,20,21,086,09*76
$GPGSV,4,1,14,05,03,035,08,16,38,310,,18,12,138,,20,21,086,09*79
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,10*79
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,14*7D
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,12*7B
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,14*7D
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,15*7C
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,12*7B
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,13*7A
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,10*79
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,12*7B
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,09*71
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,11*78
$GPGSV,4,1,14,05,03,035,,16,38,310,,18,12,138,,20,21,086,09*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,138,,20,21,086,08*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,138,,20,21,086,08*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,07*72
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,19*7D
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,19*7D
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,15*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,15*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,14*70
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,16*72
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,18*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,17*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,15*71
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,14*70
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,11*75
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,08*7D
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,06*73
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,08*7D
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,09*7C
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,14*70
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,08*7D
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,11*75
$GPGSV,4,1,14,05,03,034,,16,38,310,,18,12,137,,20,21,085,07*72
